"ID","CustomerCode","ProductCode","Month","ProductCost","DistributionCost","SalesCommission"
136,"3308","00049","200901",350.775,97.7406,224.4
137,"7701","00049","200901",191.325,41.365,95.04
138,"0611","00049","200901",79.725,20.9053,48
139,"2702","00042","200901",1436.35,193.94,451
140,"0615","01093","200901",161.2625,9.08,16.88
141,"3206","00033","200901",363.2375,52.64,122.4
142,"0044","00029","200901",260.2726,254.1877,98.8222
144,"0044","00042","200901",1130.7969,442.3655,171.9507
145,"2406","00041","200901",517.3125,80.82,187.92
146,"1303","00042","200901",817.225,104.8,243.74
147,"3206","00041","200901",718.5,113.72,264.48
148,"0044","00033","200901",1535.7605,720.1986,279.9963
149,"3206","00049","200901",95.6625,34.4979,79.2
150,"8607","00049","200901",318.9,71.4874,229.82
151,"8607","00029","200901",102.6,28.9,94.08
152,"7703","00049","200901",95.6625,22.9918,52.8
153,"2900","00049","200901",239.1625,47.5637,109.2
154,"2900","00033","200901",363.2375,47.36,110.16
156,"7902","00049","200901",191.3375,34.6194,79.48
157,"0808","00050","200901",115.9375,74.8975,61.48
158,"0615","00049","200901",223.2125,62.0273,142.44
159,"0808","00049","200901",255.1125,61.2575,140.64
160,"7520","00022","200901",231.6125,28.9,67.2
161,"0807","00049","200901",223.225,40.3522,92.62
162,"1722","00049","200901",175.3875,42.5602,97.68
163,"6600","00049","200901",95.6625,22.9918,52.8
164,"0616","00042","200901",569.5875,62.84,146.16
165,"1304","00029","200901",51.3,18.58,43.2
167,"1306","00049","200901",255.1125,62.0881,142.56
168,"8004","00049","200901",127.55,23.0729,53
169,"0612","00042","200901",788.325,74.2,172.56
170,"1100","00042","200901",3070.8125,397.06,923.38
171,"8004","00042","200901",297.175,35.9,83.52
172,"7518","00049","200901",207.275,49.8122,114.4
173,"5201","00029","200901",68.4,24.76,57.6
174,"0005","01467","200901",161.45,26,60.48
175,"5201","01093","200901",92.5125,11.76,21.88
176,"0809","00042","200901",693.4,83.8,194.88
177,"7519","00042","200901",247.65,26.94,62.64
178,"2703","00042","200901",594.35,75.72,176.06
180,"3403","00041","200901",129.325,26.94,62.64
181,"3405","00049","200901",191.3375,45.9229,105.4
182,"1708","00049","200901",159.45,39.0962,89.76
183,"1100","00049","200901",940.7375,220.6,506.5
184,"0008","00049","200901",127.55,30.6693,70.4
185,"3205","00029","200901",136.8,30.96,72
186,"2407","00029","200901",226.575,84.28,196
187,"3205","00041","200901",862.2,59.86,139.2
188,"3802","00049","200901",159.45,38.7113,88.88
189,"1103","00579","200901",117.8875,28.46,66.2
190,"0607","00042","200901",495.3,59.84,139.2
192,"7704","00049","200901",95.6625,22.9918,52.8
193,"8100","00049","200901",526.1625,109.4087,251.24
194,"6009","00049","200901",127.55,22.9918,52.8
195,"1712","00049","200901",191.3375,47.1383,108.24
196,"1714","00049","200901",159.45,38.6708,88.8
197,"1713","00041","200901",287.4,45.36,105.48
198,"1720","00029","200901",90.625,26.32,61.2
199,"0800","00029","200901",138.5,28.5,66.26
200,"0800","00042","200901",495.3,59.24,137.76
201,"1307","00042","200901",891.525,104.52,243.06
203,"4908","00049","200901",79.725,19.5481,44.88
204,"6024","00049","200901",127.55,22.9918,52.8
205,"0600","00049","200901",79.725,18.2922,42
206,"4601","00049","200901",414.5625,91.9876,211.2
207,"3307","00042","200901",718.175,86.8,201.84
208,"0702","00049","200901",127.55,32.2898,74.12
209,"0702","00042","200901",348.7625,44.08,102.48
210,"0606","00049","200901",462.3875,98.6927,226.66
211,"3902","00029","200901",171,55.72,129.6
212,"3902","00049","200901",334.8375,80.4208,184.62
213,"3002","00029","200901",102.6,23.32,54.24
215,"0005","00049","200901",191.3375,34.4979,79.2
216,"0700","01093","200901",71.3125,8.34,15.52
217,"8605","00029","200901",102.6,28.9,94.08
218,"3804","00049","200901",350.775,85.5458,196.42
219,"2401","00041","200901",172.4375,26.94,62.64
220,"0614","00042","200901",1031.85,87.38,203.24
221,"1104","00029","200901",256.5,64,148.8
222,"3200","00029","200901",64.125,19.36,45
223,"3200","00049","200901",271.05,65.1671,149.6
224,"3200","00041","200901",373.6125,71.84,167.04
226,"3306","00049","200901",95.6625,17.2388,39.6
227,"1801","00042","200901",297.175,38.4,89.28
228,"3701","00049","200901",382.6625,69.0565,158.6
229,"3701","00029","200901",82.075,18.58,43.2
230,"3201","00041","200901",632.2625,143.68,334.08
231,"1101","00042","200901",1304.275,180.94,420.84
232,"6003","01093","200901",154.2,15.7,29.18
233,"1101","00049","200901",350.775,102.5618,235.48
234,"5000","00049","200901",175.3875,36.7869,84.48
235,"0052","00042","200901",2073.1435,1080.7905,420.3238
236,"0107","00042","200901",247.65,23.96,55.68
237,"0615","00042","200901",1056.625,146.66,341.04
239,"0402","00042","200901",470.525,43.34,100.78
240,"0400","00042","200901",445.7625,40.48,94.18
241,"3202","00041","200901",431.0875,63.14,146.88
242,"3202","00042","200901",1684,187.4,435.84
243,"7007","00049","200901",334.825,76.106,174.72
244,"0810","00029","200901",44.8875,15.48,36
245,"1201","00019","200901",140.7,25.58,59.52
246,"2701","00019","200901",126.625,21.74,50.6
247,"0900","00041","200901",143.7,11.496,21.555
248,"3108","00035","200901",388.675,51.6,120
249,"1101","00041","200901",186.8,39.72,92.36
251,"1104","00042","200901",1485.8625,197.52,459.36
252,"3200","00042","200901",941.05,107.74,250.56
253,"0037","00049","200901",159.45,45.9837,105.6
254,"0810","00049","200901",111.6125,27.3674,62.84
255,"0901","00049","200901",79.725,19.3455,44.4
256,"0800","00049","200901",159.45,31.358,72.02
257,"3003","00049","200901",127.55,22.9918,52.8
258,"7004","00049","200901",255.1125,60.8726,139.78
259,"3801","00049","200901",287,70.3732,161.56
260,"5401","00041","200901",143.7,22.46,52.2
262,"5401","00042","200901",247.65,22.46,52.2
263,"3704","00049","200901",223.2125,54.0662,124.14
264,"0900","00579","200901",70.875,14.24,33.12
265,"0610","00019","200901",168.8375,21.8,50.68
266,"1703","00019","200901",182.9,30.46,70.82
267,"1713","00019","200901",647.2125,98.78,229.68
268,"1206","00019","200901",464.3,57.6,133.92
269,"3403","00029","200901",56.425,12.84,29.84
270,"7513","00029","200901",282.15,77.4,180
271,"0607","00041","200901",129.325,26.94,62.64
272,"0033","00042","200901",247.65,29.92,69.6
274,"1403","00042","200901",932.8,110.06,255.96
275,"1713","00042","200901",2327.8875,286,665.1
276,"1703","00042","200901",454.025,55.44,128.92
277,"1404","00042","200901",577.85,66.12,153.76
278,"3804","00042","200901",416.8625,35.9,83.52
279,"7500","00042","200901",330.2,22.46,52.2
280,"0001","00049","200901",95.6625,27.5902,63.36
281,"1103","00049","200901",366.7125,84.0063,192.9
282,"1901","00049","200901",127.55,29.312,67.32
283,"0607","00049","200901",79.725,19.1227,43.92
285,"1206","00049","200901",271.05,60.1029,137.96
286,"2200","00049","200901",813.175,209.256,480.48
287,"5201","00049","200901",79.725,22.9918,52.8
288,"5102","00049","200901",1052.3375,217.7843,500.06
289,"8501","00049","200901",143.5,29.15,93.74
290,"6030","00049","200901",79.725,14.3826,33
291,"6102","00049","200901",159.45,28.7448,66
292,"1102","00042","200901",1337.2875,162.48,377.86
293,"1721","00042","200901",247.65,30.56,71.04
294,"1102","00049","200901",318.8875,64.1543,147.3
295,"2902","00042","200901",346.7,31.42,73.08
296,"2902","00049","200901",255.1125,51.838,119.04
298,"7513","00049","200901",382.6625,68.9755,158.4
299,"0600","00019","200901",126.625,19.24,44.74
300,"0615","00019","200901",548.725,63.22,147
301,"1902","00029","200901",61.55,14.32,33.3
302,"1718","00042","200901",429.25,52.4,121.88
303,"1902","00042","200901",1139.1875,144.8,336.76
304,"1715","00049","200901",414.5625,93.9525,215.76
305,"1718","00049","200901",79.725,19.3455,44.4
306,"1104","00049","200901",613.875,146.6008,336.6
307,"1704","00049","200901",111.6125,31.4593,72.24
308,"2202","00029","200901",51.3,15.48,36
310,"7400","00029","200901",51.3,23.22,54
311,"0602","00042","200901",2418.6875,236.02,548.86
312,"1807","00042","200901",619.125,76.78,178.56
313,"3004","00042","200901",1052.5125,124.64,289.92
314,"1403","00049","200901",430.5,106.6132,244.8
315,"1801","00049","200901",271.0625,67.517,155.04
316,"2202","00049","200901",95.6625,27.5902,63.36
317,"4907","00049","200901",79.725,16.7324,38.4
318,"1600","00688","200901",487.8,59.44,138.24
319,"3004","00688","200901",182.925,18.58,43.2
321,"8000","00021","200901",182.0625,28.08,65.28
322,"2800","00033","200901",423.775,51.6,120
323,"2804","00029","200901",188.1,68.62,159.6
324,"2904","00033","200901",558.3125,68.12,158.4
325,"2800","00034","200901",400.3875,51.6,120
326,"2904","00034","200901",441.375,56.76,132
327,"0500","00042","200901",251.775,29.96,69.66
328,"1710","00042","200901",371.475,45.82,106.56
329,"0200","00042","200901",1143.3,116.8,271.64
330,"1710","00049","200901",127.55,31.277,71.8
331,"2800","00049","200901",318.875,81.697,187.58
333,"2804","00049","200901",446.4375,115.1415,264.38
334,"1701","00049","200901",127.55,30.9529,71.04
335,"5102","00050","200901",99.375,40.1682,33
336,"1500","00021","200901",151.725,16.7,38.84
337,"1500","00022","200901",144.7625,17.2,39.98
338,"5404","00042","200901",222.875,26.28,61.12
339,"1304","00042","200901",371.475,43.1,100.22
340,"2006","00042","200901",586.0875,72.36,168.26
341,"1726","00042","200901",990.5875,120.06,279.22
342,"1709","00042","200901",643.875,85.82,199.58
344,"2803","00688","200901",243.9,30.72,71.42
345,"2200","00017","200901",1205.2125,117.02,272.16
346,"6013","00019","200901",140.7,21.32,49.6
347,"2703","00021","200901",151.725,21.26,49.44
348,"2703","00029","200901",51.3,18.58,43.2
349,"2803","00041","200901",123.3375,19.16,44.54
350,"3006","00042","200901",470.525,58.42,135.84
351,"3203","00041","200901",229.9125,47.88,111.36
352,"2803","00042","200901",495.3,47.88,111.36
353,"1722","00042","200901",346.7,42.32,98.44
354,"2703","00049","200901",255.1125,69.4009,159.36
355,"1732","00049","200901",191.3375,46.166,105.98
357,"1902","00019","200901",140.7,21.78,50.64
358,"2401","00034","200901",453.9875,70.22,163.3
359,"2904","00042","200901",247.65,26.94,62.64
360,"2401","00049","200901",191.3375,45.9229,105.4
361,"1103","00016","200901",372.0375,36.12,83.96
362,"2702","00021","200901",242.75,28.08,65.28
363,"2702","00022","200901",231.6125,28.9,67.2
364,"2702","00034","200901",453.9875,84.22,195.84
365,"2702","00033","200901",645.7625,112.28,261.12
366,"3205","00034","200901",605.325,82.56,192
367,"3203","00042","200901",1684.0125,198.14,460.8
369,"0402","00049","200901",95.6625,25.0783,57.6
370,"0604","00049","200901",95.6625,21.9587,50.4
371,"5300","00049","200901",239.175,43.2692,99.36
372,"2702","00049","200901",207.275,55.1804,126.72
373,"0603","00042","200901",1163.9375,136.54,317.58
374,"7901","00049","200901",861.025,195.7445,449.44
375,"1803","00042","200901",941.0625,110.24,256.32
376,"7901","00579","200901",84.2,20.34,47.28
377,"2201","00017","200901",648.9625,52,120.96
378,"3207","00029","200901",68.4,20.64,48
380,"2001","00049","200901",239.175,73.0472,167.76
381,"1713","00049","200901",287,73.9992,169.92
382,"0608","00042","200901",875.025,94.98,220.88
383,"1731","00049","200901",79.725,21.3105,48.96
384,"2202","00017","200901",231.7625,52,120.96
385,"2903","00029","200901",85.5,19.36,45
386,"1745","00042","200901",7114.6408,3723.1606,1447.471
387,"1600","00042","200901",253.8375,30.52,71
388,"1805","00042","200901",321.9375,44.26,102.96
389,"7704","00042","200901",503.55,71.84,167.04
390,"1805","00049","200901",111.6125,29.2715,67.2
392,"2903","00049","200901",95.6625,17.2996,39.74
393,"9103","00049","200901",271.0625,28.7448,66
394,"1100","00688","200901",243.9,33.7,78.34
395,"7521","00021","200901",212.4125,24.56,57.12
396,"7202","00049","200901",478.35,114.9794,264
397,"1701","00017","200901",208.5875,25.58,59.52
398,"3604","00029","200901",205.2,46.44,108
399,"3206","00042","200901",2228.85,293.28,682.08
400,"1207","00042","200901",1485.8875,155.88,362.48
401,"3803","00049","200901",223.225,53.5598,122.98
403,"3603","00029","200901",153.9,46.44,108
404,"0503","00042","200901",253.8375,29.92,69.6
405,"3201","00042","200901",1733.525,221.48,515.04
406,"3104","00042","200901",247.65,29.92,69.6
407,"0038","00049","200901",191.3375,45.6595,104.84
408,"0612","00049","200901",95.6625,17.2996,39.74
409,"3703","00049","200901",446.4375,103.3721,237.36
410,"0901","00029","200901",47.875,14.74,34.28
411,"1727","00042","200901",594.35,64.94,151
412,"1727","00049","200901",95.6625,23.2147,53.28
413,"6019","00049","200901",95.6625,22.9918,52.8
414,"7403","00049","200901",175.3875,63.2427,145.2
416,"3700","00029","200901",68.4,24.76,57.6
417,"3700","00049","200901",175.3875,43.0059,98.74
418,"0200","00049","200901",542.1125,112.9537,259.34
419,"8001","00049","200901",191.3375,45.9837,105.6
420,"1723","00042","200901",297.175,39.14,91
421,"6034","00049","200901",95.6625,20.6825,47.52
422,"0034","00017","200901",324.475,17.74,41.26
423,"1735","00049","200901",127.55,30.9529,71.04
424,"8301","00049","200901",398.625,82.3654,189.12
425,"3204","00042","200901",990.5875,125.72,292.32
426,"8001","00042","200901",495.3,59.86,139.2
428,"6901","00049","200901",223.225,53.256,122.3
429,"7600","00049","200901",191.3375,45.9837,105.6
430,"1715","00042","200901",569.5875,69.54,161.74
431,"8507","00049","200901",95.6625,22.9918,73.92
432,"1715","00579","200901",84.2,20.12,46.8
433,"2900","00029","200901",51.3,15.48,36
434,"3600","00049","200901",95.6625,22.9513,52.7
435,"3600","00050","200901",82.8125,53.482,43.92
436,"1800","00042","200901",548.95,52.84,122.88
437,"1806","00017","200901",556.25,69.36,161.28
439,"3201","00029","200901",247.95,99.16,230.6
440,"3303","00049","200901",95.6625,17.2388,39.6
441,"1719","00042","200901",247.65,32.62,75.84
442,"7519","00049","200901",223.2125,53.6611,123.2
443,"2801","00042","200901",247.65,24.76,57.6
444,"1805","00019","200901",365.8125,64.4,149.76
445,"2406","00042","200901",594.35,53.88,125.28
446,"1304","00019","200901",323.6,43.52,101.18
447,"3307","00019","200901",590.925,78.78,183.26
448,"1901","00029","200901",51.3,15.78,36.72
449,"2006","00049","200901",191.3375,46.9155,107.72
451,"1715","00050","200901",82.8125,54.1053,44.4
452,"0037","00029","200901",51.3,18.58,43.2
453,"2101","00049","200901",159.45,38.3265,88
454,"6602","00049","200901",159.45,28.8461,66.24
455,"8001","00016","200901",388.2125,27.7,64.42
456,"1101","00029","200901",112.85,51.08,118.8
457,"7703","00042","200901",891.525,86.2,200.44
458,"7900","00049","200901",1036.4,255.0574,585.58
459,"1001","00029","200901",45.3125,11.14,25.92
460,"0106","00042","200901",371.475,41.64,96.84
462,"9000","00049","200901",127.55,45.9837,105.6
463,"1734","00019","200901",140.7,21.88,50.88
464,"2406","00014","200901",247.2,37.4354,79.68
465,"2406","00015","200901",198.2375,30.1177,59.52
466,"2406","00019","200901",337.675,38.4,89.28
467,"1741","00049","200901",303.366,472.0018,181.1741
468,"3201","00017","200901",278.125,24.76,57.6
469,"1303","00034","200901",378.325,42.1,97.92
470,"0605","00042","200901",247.65,23.96,55.68
471,"7200","00049","200901",111.6125,34.4979,79.2
472,"0900","00029","200901",45.7375,8.36,19.44
473,"7703","00029","200901",46.1625,13.94,32.4
475,"7513","00041","200901",143.6875,8.08,18.82
476,"7513","00042","200901",371.4625,8.08,18.82
477,"2700","00034","200901",340.4875,35.08,81.6
478,"2406","00049","200901",287,57.4897,132
479,"0503","00049","200901",127.55,30.6085,70.28
480,"3407","00049","200901",95.6625,22.9918,52.8
481,"8402","00049","200901",95.6625,22.9918,73.92
482,"6032","00049","200901",350.7625,71.5076,164.2
483,"8000","00042","200901",297.175,35.9,83.52
484,"7507","00049","200901",95.6625,19.1632,44
485,"3300","00042","200901",272.4125,49.38,114.84
487,"3300","00041","200901",172.4375,53.88,125.28
488,"4910","00049","200901",95.6625,17.5427,40.32
489,"2803","00022","200901",492.1875,66.88,155.52
490,"0013","00042","200901",235.2625,35.9,83.52
491,"8701","00049","200901",159.45,57.4897,132
492,"8701","00057","200901",216.3,96.76,225
493,"7502","00049","200901",143.5,32.1075,73.7
494,"3402","00049","200901",207.275,49.7312,114.2
495,"0101","00042","200901",742.95,67.48,156.96
496,"1001","00042","200901",321.9375,35.9,83.52
498,"8000","00022","200901",173.7125,28.08,65.28
499,"3001","00042","200901",445.7625,54.98,127.88
500,"0612","00019","200901",154.7625,19.6,45.6
501,"0043","00049","200901",303.366,314.6679,120.7827
502,"1000","00049","200901",95.6625,25.605,58.76
503,"0502","00049","200901",159.45,28.8461,66.24
504,"3301","00019","200901",168.8375,38.4,89.28
505,"1719","00049","200901",446.45,114.5743,263.04
506,"3902","00042","200901",297.175,35.9,83.52
507,"1725","00049","200901",95.6625,23.4577,53.86
508,"3205","00014","200901",247.2,37.4354,79.68
510,"2200","00022","200901",173.7125,43.34,100.8
511,"2200","00029","200901",68.4,30.96,72
512,"7501","00049","200901",95.6625,22.9918,52.8
513,"3207","00042","200901",1485.8875,150.84,350.78
514,"1734","00049","200901",79.725,19.5481,44.88
515,"1403","00019","200901",196.975,21.74,50.6
516,"3306","00019","200901",562.8,63.98,148.8
517,"5100","00049","200901",127.55,30.6693,70.4
518,"1700","00042","200901",247.65,30.22,70.32
519,"7202","00029","200901",61.55,18.58,43.2
521,"6003","00049","200901",95.6625,17.2388,39.6
522,"3006","00041","200901",263.45,57.72,134.2
523,"2701","00042","200901",396.2375,24.54,57.08
524,"9101","00049","200901",79.725,19.1632,44
525,"3107","00049","200901",159.45,38.3265,88
526,"6103","00049","200901",127.55,22.9918,52.8
527,"1602","00049","200901",79.725,19.5481,44.88
528,"2801","00017","200901",218.25,13,30.24
529,"2001","00017","200901",780.3,98.04,228
530,"3301","00022","200901",173.7125,43.34,100.8
531,"1733","00019","200901",140.7,26.72,62.16
532,"7403","00019","200901",154.7625,25.58,59.52
534,"2801","00049","200901",398.625,92.8181,213.12
535,"1200","00049","200901",95.6625,23.4577,53.86
536,"2801","00029","200901",47.025,12,27.9
537,"3301","00041","200901",229.9125,35.9,83.52
538,"5501","00041","200901",208.3625,35.9,83.52
539,"0051","00017","200901",1058.3087,321.1829,124.9003
540,"0611","00042","200901",396.2375,39.14,91
541,"2802","00049","200901",159.45,34.4979,79.2
542,"3305","00029","200901",47.025,12.38,28.8
543,"1802","00042","200901",321.9375,43.34,100.8
544,"1103","00022","200901",173.7125,21.68,50.4
546,"1729","00042","200901",247.65,32.62,75.84
547,"8605","00049","200901",382.675,85.7889,275.78
548,"8200","00049","200901",398.625,72.1153,165.6
549,"3301","00042","200901",891.525,97.94,227.8
550,"0810","00042","200901",222.875,26.94,62.64
551,"3801","00042","200901",594.35,62.84,146.16
552,"3305","00017","200901",278.125,26.02,60.48
553,"2702","00029","200901",51.3,15.48,36
554,"9103","00764","200901",300,35.7,83
555,"2200","00847","200901",233.975,18.718,35.0962
557,"8605","00050","200901",99.375,59.9407,68.94
558,"1205","00049","200901",95.6625,23.4577,53.86
559,"1300","00049","200901",159.45,39.0962,89.76
560,"1726","00049","200901",143.5,34.8017,79.92
561,"0042","00049","200901",728.0688,704.5101,378.544
562,"0013","00049","200901",95.6625,22.9918,52.8
563,"2101","00029","200901",102.6,30.96,72
564,"4001","00041","200901",229.9125,47.88,111.36
565,"0600","00688","200901",182.925,24.8,57.68
566,"3901","00049","200901",127.55,30.6085,70.28
567,"3002","00042","200901",317.8125,36.64,85.18
569,"3002","00050","200901",99.375,48.3831,39.74
570,"3002","00688","200901",284.55,39.28,91.4
571,"8406","00049","200901",95.6625,22.9918,73.92
572,"2400","00049","200901",95.6625,28.7448,66
573,"9103","01040","200901",220.675,21.68,40.32
574,"2006","00019","200901",126.625,17.5,40.7
575,"2005","00042","200901",321.9375,41,95.32
576,"2701","00036","200901",195.9,19.2219,36
577,"2701","00049","200901",191.3375,34.6194,79.48
578,"1712","00019","200901",140.7,21.38,49.68
580,"3202","00029","200901",119.7,26.84,62.4
581,"1800","01105","200901",299.85,30.96,72
582,"5102","01093","200901",367.5,15.7,29.18
583,"2702","01093","200901",289.125,32.68,60.8
584,"1101","01040","200901",331.0125,44.2,82.26
585,"1305","01092","200901",178.9125,14.313,26.8369
586,"6023","00021","200901",151.725,14.04,32.64
587,"6023","00022","200901",144.7625,14.44,33.6
588,"3301","00688","200901",243.9,33.08,76.9
589,"1308","00049","200901",143.5,34.4979,79.2
590,"1708","00042","200901",321.9375,39.86,92.7
591,"6010","00049","200901",191.3375,38.3265,88
593,"3207","01093","200901",128.5,16.34,30.4
594,"1717","01105","200901",529.725,49.24,114.48
595,"2703","01092","200901",186.375,14.91,27.9562
596,"1207","01105","200901",359.8125,42.1,97.92
597,"0046","00049","200901",485.3475,453.0419,173.9271
598,"9103","01105","200901",1499.25,129,300
599,"1401","01107","200901",233.7,33.02,76.8
600,"1732","00042","200901",346.7,36.28,84.38
601,"6004","00029","200901",46.1625,14.22,33.04
602,"3701","01093","200901",79.025,6.322,11.8537
603,"3004","00033","200901",403.6,46.44,108
605,"1404","00049","200901",79.725,19.5481,44.88
606,"3801","00029","200901",68.4,21.04,48.96
607,"0102","01097","200901",45.3125,18.58,43.2
608,"3501","01093","200901",128.5,16.34,30.4
609,"4002","01093","200901",154.2,19.6,36.48
610,"3201","01040","200901",220.675,26.02,48.38
611,"0012","01040","200901",183.9,28.9,53.76
612,"1733","00041","200901",122.1375,24.36,56.64
613,"1733","00042","200901",507.675,60.88,141.6
614,"3000","01093","200901",96.375,6.88,12.8
616,"0614","00049","200901",79.725,19.224,44.16
617,"4906","01093","200901",170.25,0.64,1.22
618,"7509","00036","200901",235.075,30.745,57.6
619,"7509","00049","200901",318.9,76.6529,176
