"ID","CustomerCode","ProductCode","Month","SalesQuantity","GrossValue","NetValue"
218,"3804","00049","200901",528,1936,982.07
219,"2401","00041","200901",144,835.2,313.2
220,"0614","00042","200901",500,2900,1016.23
221,"1104","00029","200901",600,1800,744
222,"3200","00029","200901",150,450,225
223,"3200","00049","200901",408,1496,747.99
224,"3200","00041","200901",312,1809.6,835.2
226,"3306","00049","200901",144,528,198
227,"1801","00042","200901",144,835.2,446.4
228,"3701","00049","200901",576,2112,792.96
229,"3701","00029","200901",192,576,216
230,"3201","00041","200901",528,3062.4,1670.38
231,"1101","00042","200901",632,3665.6,2104.24
232,"6003","01093","200901",240,608,182.4
233,"1101","00049","200901",528,1936,1177.44
234,"5000","00049","200901",264,968,422.39
235,"0052","00042","200901",1243,3921.2759,3023.4893
236,"0107","00042","200901",120,696,278.4
237,"0615","00042","200901",512,2969.6,1705.17
239,"0402","00042","200901",228,1322.4,503.88
240,"0400","00042","200901",216,1252.8,470.88
241,"3202","00041","200901",360,2088,734.39
242,"3202","00042","200901",816,4732.8,2179.2
243,"7007","00049","200901",504,1848,873.6
244,"0810","00029","200901",105,315,179.99
245,"1201","00019","200901",120,496,297.6
246,"2701","00019","200901",108,446.4,252.95
247,"0900","00041","200901",120,696,464
248,"3108","00035","200901",120,1360,600
249,"1101","00041","200901",156,904.8,461.76
251,"1104","00042","200901",720,4176,2296.79
252,"3200","00042","200901",456,2644.8,1252.79
253,"0037","00049","200901",240,880,528
254,"0810","00049","200901",168,616,314.16
255,"0901","00049","200901",120,440,222
256,"0800","00049","200901",240,880,360.07
257,"3003","00049","200901",192,704,264
258,"7004","00049","200901",384,1408,698.88
259,"3801","00049","200901",432,1584,807.84
260,"5401","00041","200901",120,696,261
262,"5401","00042","200901",120,696,261
263,"3704","00049","200901",336,1232,620.64
264,"0900","00579","200901",101,390.5333,165.64
265,"0610","00019","200901",144,595.2,253.44
266,"1703","00019","200901",156,644.8,354.12
267,"1713","00019","200901",552,2281.6,1148.4
268,"1206","00019","200901",396,1636.8,669.59
269,"3403","00029","200901",132,396,149.16
270,"7513","00029","200901",660,1980,899.97
271,"0607","00041","200901",108,626.4,313.2
272,"0033","00042","200901",120,696,348
274,"1403","00042","200901",452,2621.6,1279.83
275,"1713","00042","200901",1128,6542.4,3325.56
276,"1703","00042","200901",220,1276,644.6
277,"1404","00042","200901",280,1624,768.8
278,"3804","00042","200901",202,1171.6,417.6
279,"7500","00042","200901",160,928,261
280,"0001","00049","200901",144,528,316.8
281,"1103","00049","200901",552,2024,964.56
282,"1901","00049","200901",192,704,336.59
283,"0607","00049","200901",120,440,219.6
285,"1206","00049","200901",408,1496,689.76
286,"2200","00049","200901",1224,4488,2402.34
287,"5201","00049","200901",120,440,264
288,"5102","00049","200901",1584,5808,2500.22
289,"8501","00049","200901",216,792,334.8
290,"6030","00049","200901",120,440,165
291,"6102","00049","200901",240,880,330
292,"1102","00042","200901",648,3758.4,1889.28
293,"1721","00042","200901",120,696,355.2
294,"1102","00049","200901",480,1760,736.54
295,"2902","00042","200901",168,974.4,365.4
296,"2902","00049","200901",384,1408,595.19
298,"7513","00049","200901",576,2112,791.99
299,"0600","00019","200901",108,446.4,223.67
300,"0615","00019","200901",468,1934.4,735
301,"1902","00029","200901",144,432,166.49
302,"1718","00042","200901",208,1206.4,609.44
303,"1902","00042","200901",552,3201.6,1683.84
304,"1715","00049","200901",624,2288,1078.8
305,"1718","00049","200901",120,440,222
306,"1104","00049","200901",924,3388,1682.99
307,"1704","00049","200901",168,616,361.2
308,"2202","00029","200901",120,360,180
310,"7400","00029","200901",120,360,270
311,"0602","00042","200901",1172,6797.6,2744.29
312,"1807","00042","200901",300,1740,892.8
313,"3004","00042","200901",510,2958,1449.6
314,"1403","00049","200901",648,2376,1224
315,"1801","00049","200901",408,1496,775.2
316,"2202","00049","200901",144,528,316.8
317,"4907","00049","200901",120,440,192
318,"1600","00688","200901",288,1536,691.2
319,"3004","00688","200901",108,576,216
321,"8000","00021","200901",144,652.8,326.39
322,"2800","00033","200901",126,1428,599.99
323,"2804","00029","200901",440,1320,798
324,"2904","00033","200901",166,1881.3333,791.98
325,"2800","00034","200901",127,1439.3333,599.99
326,"2904","00034","200901",140,1586.6667,659.98
327,"0500","00042","200901",122,707.6,348.34
328,"1710","00042","200901",180,1044,532.8
329,"0200","00042","200901",554,3213.2,1358.19
330,"1710","00049","200901",192,704,359.04
331,"2800","00049","200901",480,1760,937.91
333,"2804","00049","200901",672,2464,1321.92
334,"1701","00049","200901",192,704,355.2
335,"5102","00050","200901",144,528,164.99
336,"1500","00021","200901",120,544,194.2
337,"1500","00022","200901",120,560,199.92
338,"5404","00042","200901",108,626.4,305.64
339,"1304","00042","200901",180,1044,501.12
340,"2006","00042","200901",284,1647.2,841.3
341,"1726","00042","200901",480,2784,1396.08
342,"1709","00042","200901",312,1809.6,997.9
344,"2803","00688","200901",144,768,357.12
345,"2200","00017","200901",624,2620.8,1360.8
346,"6013","00019","200901",120,496,247.99
347,"2703","00021","200901",120,544,247.2
348,"2703","00029","200901",120,360,216
349,"2803","00041","200901",103,597.4,222.71
350,"3006","00042","200901",228,1322.4,679.2
351,"3203","00041","200901",192,1113.6,556.8
352,"2803","00042","200901",240,1392,556.8
353,"1722","00042","200901",168,974.4,492.24
354,"2703","00049","200901",384,1408,796.8
355,"1732","00049","200901",288,1056,529.92
357,"1902","00019","200901",120,496,253.2
358,"2401","00034","200901",144,1632,816.48
359,"2904","00042","200901",120,696,313.2
360,"2401","00049","200901",288,1056,527.04
361,"1103","00016","200901",276,901.6,419.82
362,"2702","00021","200901",192,870.4,326.4
363,"2702","00022","200901",192,896,336
364,"2702","00034","200901",144,1632,979.2
365,"2702","00033","200901",192,2176,1305.6
366,"3205","00034","200901",192,2176,960
367,"3203","00042","200901",816,4732.8,2304
369,"0402","00049","200901",144,528,288
370,"0604","00049","200901",144,528,252
371,"5300","00049","200901",360,1320,496.8
372,"2702","00049","200901",312,1144,633.59
373,"0603","00042","200901",564,3271.2,1587.96
374,"7901","00049","200901",1296,4752,2247.12
375,"1803","00042","200901",456,2644.8,1281.59
376,"7901","00579","200901",120,464,236.4
377,"2201","00017","200901",336,1411.2,604.8
378,"3207","00029","200901",160,480,240
380,"2001","00049","200901",360,1320,838.8
381,"1713","00049","200901",432,1584,849.6
382,"0608","00042","200901",424,2459.2,1104.36
383,"1731","00049","200901",120,440,244.8
384,"2202","00017","200901",120,504,604.8
385,"2903","00029","200901",200,600,225
386,"1745","00042","200901",4265,13457.106,10412.082
387,"1600","00042","200901",123,713.4,354.95
388,"1805","00042","200901",156,904.8,514.8
389,"7704","00042","200901",244,1415.2,835.2
390,"1805","00049","200901",168,616,336
392,"2903","00049","200901",144,528,198.72
393,"9103","00049","200901",408,1496,329.99
394,"1100","00688","200901",144,768,391.68
395,"7521","00021","200901",168,761.6,285.6
396,"7202","00049","200901",720,2640,1319.97
397,"1701","00017","200901",108,453.6,297.59
398,"3604","00029","200901",480,1440,540
399,"3206","00042","200901",1080,6264,3410.36
400,"1207","00042","200901",720,4176,1812.44
401,"3803","00049","200901",336,1232,614.88
403,"3603","00029","200901",360,1080,540
404,"0503","00042","200901",123,713.4,347.99
405,"3201","00042","200901",840,4872,2575.18
406,"3104","00042","200901",120,696,348
407,"0038","00049","200901",288,1056,524.16
408,"0612","00049","200901",144,528,198.72
409,"3703","00049","200901",672,2464,1186.78
410,"0901","00029","200901",112,336,171.36
411,"1727","00042","200901",288,1670.4,755.04
412,"1727","00049","200901",144,528,266.4
413,"6019","00049","200901",144,528,263.99
414,"7403","00049","200901",264,968,726
416,"3700","00029","200901",160,480,288
417,"3700","00049","200901",264,968,493.68
418,"0200","00049","200901",816,2992,1296.72
419,"8001","00049","200901",288,1056,527.99
420,"1723","00042","200901",144,835.2,455.04
421,"6034","00049","200901",144,528,237.6
422,"0034","00017","200901",168,705.6,206.27
423,"1735","00049","200901",192,704,355.2
424,"8301","00049","200901",600,2200,945.6
425,"3204","00042","200901",480,2784,1461.59
426,"8001","00042","200901",240,1392,696
428,"6901","00049","200901",336,1232,611.52
429,"7600","00049","200901",288,1056,527.99
430,"1715","00042","200901",276,1600.8,808.68
431,"8507","00049","200901",144,528,263.99
432,"1715","00579","200901",120,464,234
433,"2900","00029","200901",120,360,180
434,"3600","00049","200901",144,528,263.52
435,"3600","00050","200901",120,440,219.6
436,"1800","00042","200901",266,1542.8,614.38
437,"1806","00017","200901",288,1209.6,806.4
439,"3201","00029","200901",580,1740,1153
440,"3303","00049","200901",144,528,198
441,"1719","00042","200901",120,696,379.2
442,"7519","00049","200901",336,1232,615.98
443,"2801","00042","200901",120,696,288
444,"1805","00019","200901",312,1289.6,748.8
445,"2406","00042","200901",288,1670.4,626.4
446,"1304","00019","200901",276,1140.8,505.9
447,"3307","00019","200901",504,2083.2,916.3
448,"1901","00029","200901",120,360,183.6
449,"2006","00049","200901",288,1056,538.56
451,"1715","00050","200901",120,440,222
452,"0037","00029","200901",120,360,216
453,"2101","00049","200901",240,880,439.99
454,"6602","00049","200901",240,880,331.2
455,"8001","00016","200901",288,940.8,322.08
456,"1101","00029","200901",264,792,594
457,"7703","00042","200901",432,2505.6,1002.24
458,"7900","00049","200901",1560,5720,2928
459,"1001","00029","200901",106,318,129.59
460,"0106","00042","200901",180,1044,484.2
462,"9000","00049","200901",192,704,528
463,"1734","00019","200901",120,496,254.4
464,"2406","00014","200901",192,1062.4,398.4
465,"2406","00015","200901",192,793.6,297.6
466,"2406","00019","200901",288,1190.4,446.4
467,"1741","00049","200901",565,1126.8034,1303.2281
468,"3201","00017","200901",144,604.8,288
469,"1303","00034","200901",120,1360,489.6
470,"0605","00042","200901",120,696,278.4
471,"7200","00049","200901",168,616,395.99
472,"0900","00029","200901",107,321,97.19
473,"7703","00029","200901",108,324,162
475,"7513","00041","200901",120,696,94.08
476,"7513","00042","200901",180,1044,94.08
477,"2700","00034","200901",108,1224,407.99
478,"2406","00049","200901",432,1584,659.99
479,"0503","00049","200901",192,704,351.36
480,"3407","00049","200901",144,528,263.99
481,"8402","00049","200901",144,528,263.99
482,"6032","00049","200901",528,1936,821.04
483,"8000","00042","200901",144,835.2,417.6
484,"7507","00049","200901",144,528,219.99
485,"3300","00042","200901",132,765.6,574.2
487,"3300","00041","200901",144,835.2,626.4
488,"4910","00049","200901",144,528,201.6
489,"2803","00022","200901",408,1904,777.6
490,"0013","00042","200901",114,661.2,417.59
491,"8701","00049","200901",240,880,660
492,"8701","00057","200901",300,1500,1125
493,"7502","00049","200901",216,792,368.49
494,"3402","00049","200901",312,1144,570.96
495,"0101","00042","200901",360,2088,784.8
496,"1001","00042","200901",156,904.8,417.59
498,"8000","00022","200901",144,672,326.39
499,"3001","00042","200901",216,1252.8,639.36
500,"0612","00019","200901",132,545.6,227.99
501,"0043","00049","200901",565,1126.8034,868.7793
502,"1000","00049","200901",144,528,293.76
503,"0502","00049","200901",240,880,331.2
504,"3301","00019","200901",144,595.2,446.4
505,"1719","00049","200901",672,2464,1315.2
506,"3902","00042","200901",144,835.2,417.6
507,"1725","00049","200901",144,528,269.28
508,"3205","00014","200901",192,1062.4,398.4
510,"2200","00022","200901",144,672,504
511,"2200","00029","200901",160,480,360
512,"7501","00049","200901",144,528,263.99
513,"3207","00042","200901",720,4176,1753.92
514,"1734","00049","200901",120,440,224.4
515,"1403","00019","200901",168,694.4,252.95
516,"3306","00019","200901",480,1984,744
517,"5100","00049","200901",192,704,351.99
518,"1700","00042","200901",120,696,351.6
519,"7202","00029","200901",144,432,216
521,"6003","00049","200901",144,528,198
522,"3006","00041","200901",220,1276,671
523,"2701","00042","200901",192,1113.6,285.35
524,"9101","00049","200901",120,440,219.99
525,"3107","00049","200901",240,880,439.99
526,"6103","00049","200901",192,704,264
527,"1602","00049","200901",120,440,224.4
528,"2801","00017","200901",113,474.6,151.19
529,"2001","00017","200901",404,1696.8,1139.96
530,"3301","00022","200901",144,672,504
531,"1733","00019","200901",120,496,310.8
532,"7403","00019","200901",132,545.6,297.59
534,"2801","00049","200901",600,2200,1065.6
535,"1200","00049","200901",144,528,269.28
536,"2801","00029","200901",110,330,139.49
537,"3301","00041","200901",192,1113.6,417.6
538,"5501","00041","200901",174,1009.2,417.6
539,"0051","00017","200901",678,1548.8425,898.5166
540,"0611","00042","200901",192,1113.6,455.04
541,"2802","00049","200901",240,880,396
542,"3305","00029","200901",110,330,144
543,"1802","00042","200901",156,904.8,503.98
544,"1103","00022","200901",144,672,252
546,"1729","00042","200901",120,696,379.2
547,"8605","00049","200901",576,2112,984.96
548,"8200","00049","200901",600,2200,828
549,"3301","00042","200901",432,2505.6,1139.04
550,"0810","00042","200901",108,626.4,313.2
551,"3801","00042","200901",288,1670.4,730.8
552,"3305","00017","200901",144,604.8,302.4
553,"2702","00029","200901",120,360,180
554,"9103","00764","200901",200,1106.6667,415
555,"2200","00847","200901",144,672,448
557,"8605","00050","200901",144,528,246.24
558,"1205","00049","200901",144,528,269.28
559,"1300","00049","200901",240,880,448.8
560,"1726","00049","200901",216,792,399.6
561,"0042","00049","200901",1356,2704.3282,1944.8903
562,"0013","00049","200901",144,528,263.99
563,"2101","00029","200901",240,720,360
564,"4001","00041","200901",192,1113.6,556.8
565,"0600","00688","200901",108,576,288.36
566,"3901","00049","200901",192,704,351.36
567,"3002","00042","200901",154,893.2,425.94
569,"3002","00050","200901",144,528,198.72
570,"3002","00688","200901",168,896,456.96
571,"8406","00049","200901",144,528,263.99
572,"2400","00049","200901",144,528,329.99
573,"9103","01040","200901",144,672,252
574,"2006","00019","200901",108,446.4,203.51
575,"2005","00042","200901",156,904.8,476.62
576,"2701","00036","200901",120,480,180
577,"2701","00049","200901",288,1056,397.44
578,"1712","00019","200901",120,496,248.4
580,"3202","00029","200901",280,840,311.97
581,"1800","01105","200901",120,800,360
582,"5102","01093","200901",572,1449.0667,182.4
583,"2702","01093","200901",450,1140,379.98
584,"1101","01040","200901",216,1008,514.08
585,"1305","01092","200901",144,364.8,243.2
586,"6023","00021","200901",120,544,163.2
587,"6023","00022","200901",120,560,168
588,"3301","00688","200901",144,768,384.48
589,"1308","00049","200901",216,792,395.99
590,"1708","00042","200901",156,904.8,463.52
591,"6010","00049","200901",288,1056,439.99
593,"3207","01093","200901",200,506.6667,190
594,"1717","01105","200901",212,1413.3333,572.4
595,"2703","01092","200901",150,380,253.3333
596,"1207","01105","200901",144,960,489.6
597,"0046","00049","200901",904,1802.8855,1251.099
598,"9103","01105","200901",600,4000,1500
599,"1401","01107","200901",120,816,384
600,"1732","00042","200901",168,974.4,421.92
601,"6004","00029","200901",108,324,165.24
602,"3701","01093","200901",123,311.6,207.7333
603,"3004","00033","200901",120,1360,540
605,"1404","00049","200901",120,440,224.4
606,"3801","00029","200901",160,480,244.8
607,"0102","01097","200901",106,318,215.99
608,"3501","01093","200901",200,506.6667,190
609,"4002","01093","200901",240,608,228
610,"3201","01040","200901",144,672,302.4
611,"0012","01040","200901",120,560,336
612,"1733","00041","200901",102,591.6,283.19
613,"1733","00042","200901",246,1426.8,707.98
614,"3000","01093","200901",150,380,79.99
616,"0614","00049","200901",120,440,220.8
617,"4906","01093","200901",265,671.3333,7.6
618,"7509","00036","200901",144,576,288
619,"7509","00049","200901",480,1760,879.98
620,"7509","00015","200901",144,595.2,297.59
621,"7509","00019","200901",432,1785.6,892.77
622,"0607","01210","200901",120,1000,500.4
623,"2803","01105","200901",288,1920,892.8
624,"1720","00049","200901",432,1584,807.84
625,"7901","01040","200901",120,560,288
626,"0901","01105","200901",130,866.6667,403.19
628,"2700","00041","200901",120,696,261.6
629,"2200","01210","200901",144,1200,900
630,"3406","01263","200901",192,1280,639.99
631,"3101","01210","200901",168,1400,599.99
632,"3005","00029","200901",200,600,240
633,"3005","00049","200901",192,704,288
634,"1300","01210","200901",180,1500,900
635,"5501","01210","200901",120,1000,450
636,"8100","00042","200901",288,1670.4,835.2
637,"3404","00049","200901",192,704,264.96
639,"6001","01093","200901",180,456,136.8
640,"4910","01093","200901",121,306.5333,3.79
641,"1802","01097","200901",120,360,180
642,"3104","01105","200901",144,960,360
643,"9103","01263","200901",300,2000,750
644,"1720","01210","200901",120,1000,525.6
645,"3005","00042","200901",240,1392,835.2
646,"0811","01093","200901",200,506.6667,258
647,"7509","00033","200901",120,1360,679.99
648,"7509","00035","200901",120,1360,679.99
649,"7509","00050","200901",144,528,263.99
650,"3401","00050","200901",120,440,219.6
652,"1307","00049","200901",144,528,269.28
653,"3400","01092","200901",120,304,202.6667
654,"3406","01092","200901",120,304,202.6667
655,"2003","00042","200901",144,835.2,417.6
656,"2003","00049","200901",192,704,369.6
657,"3207","01355","200901",144,336,167.99
658,"6001","01355","200901",180,420,252
659,"3406","00017","200901",240,1008,504
660,"4902","01093","200901",150,380,120
661,"1401","00019","200901",144,595.2,253.19
662,"3201","01355","200901",348,812,335.99
664,"6045","01093","200901",847,1167.7781,540.2473
665,"3306","00688","200901",144,768,288
666,"4400","00029","200901",400,1200,612
667,"4400","00049","200901",1440,5280,2692.8
668,"1104","01093","200901",200,506.6667,190
669,"3201","01093","200901",150,380,253.3333
670,"3202","01424","200901",144,912,303.99
671,"3207","01424","200901",144,912,455.99
672,"6003","00021","200901",180,816,244.8
673,"5200","01097","200901",240,720,360
675,"4903","01093","200901",200,506.6667,160
676,"7705","01355","200901",120,280,139.99
677,"5200","01092","200901",120,304,202.6667
678,"3100","00049","200901",144,528,352
679,"3000","00041","200901",150,870,108.75
680,"6001","01467","200901",120,720,432
681,"7519","01093","200901",200,506.6667,190
682,"7520","00049","200901",216,792,395.99
683,"1308","01210","200901",108,900,359.99
684,"7204","00049","200901",144,528,263.99
685,"7505","00049","200901",144,528,263.99
687,"9400","01424","200901",144,912,455.99
688,"7510","01424","200901",144,912,455.99
689,"0005","00042","200901",108,626.4,281.88
690,"3301","01093","200901",169,428.1333,285.4222
691,"3603","01093","200901",200,506.6667,337.7778
692,"9500","00049","200901",144,528,198
693,"1501","01092","200901",120,304,202.6667
694,"7705","00049","200901",240,880,105.6
695,"0012","01424","200901",144,912,455.99
696,"9103","01273","200901",144,768,288
698,"0042","00029","200901",753,1229.2401,884.6155
699,"0042","00042","200901",706,2227.9977,1599.4164
700,"4602","00049","200901",120,440,219.99
701,"7509","00014","200901",144,796.8,398.39
702,"3604","01093","200901",300,760,506.6667
703,"1301","00042","200901",120,696,283.96
704,"7403","00029","200901",120,360,180
705,"7708","01424","200901",120,760,460.15
706,"0012","01093","200901",240,608,228
707,"4001","01092","200901",120,304,202.6667
708,"3006","01467","200901",108,648,330.48
709,"2903","01467","200901",108,648,330.48
711,"3104","01093","200901",192,486.4,182.4
712,"0039","00049","200901",144,528,263.99
713,"7509","01040","200901",144,672,336
714,"6001","00049","200902",384,1408,593.99
715,"1306","00042","200902",120,696,250.56
716,"5404","00049","200902",120,440,198
717,"5103","00049","200902",192,704,264.96
718,"7300","00049","200902",144,528,263.99
719,"6018","00049","200902",360,1320,594
720,"0600","00042","200902",408,2366.4,1339.8
721,"4102","00049","200902",144,528,263.99
723,"1734","00042","200902",144,835.2,455.04
724,"0610","00042","200902",192,1113.6,417.6
725,"7001","00049","200902",264,968,480.48
726,"6004","00049","200902",240,880,330
727,"0601","00042","200902",721,4181.8,2003.48
728,"0601","00049","200902",288,1056,501.12
729,"1803","00049","200902",384,1408,796.8
730,"5501","00049","200902",192,704,288
731,"0604","00042","200902",564,3271.2,1421.04
